,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
79,79,B079JFK22D,Size: AA 4 Pack,"April 28, 2020",Verified Purchase,"
lasts long
","

  good batts but you have to be careful when you take them out that you dont pull the top off.....

",michael monahan,5.0
80,80,B079JFK22D,Size: AA 4 Pack,"April 23, 2020",Verified Purchase,"
Wonderful product
","

  I'd recommend these to everyone!! I love them so much. Such a good gift to give to someone who has everything!

",Ciara J,5.0
81,81,B079JFK22D,Size: AA 4 Pack,"April 21, 2020",Verified Purchase,"
Works great
","

  Work great, using daily for over a year.

",Elliot Reed,5.0
82,82,B079JFK22D,Size: AA 4 Pack,"April 20, 2020",Verified Purchase,"
USB charging
","

  Hi - i purchased these for my some to use in his gaming controller and the can be plugged into his computer or another charger.  The only issue is you have to open the lid and the lid is hanging so you have to use several diffrent outlets to charge bc it takes up some space

",Amazon Customer,3.0
83,83,B079JFK22D,Size: AA 4 Pack,"April 17, 2020",Verified Purchase,"
Great!
","

  The package was nice, came with a octopus cable to charge the batteries. The only thing is that 1 of the batteries did not work. It came damaged. I will be returning just to get them replaced. Other than that I would recommend.

",Mellie,4.0
84,84,B079JFK22D,Size: AA 4 Pack,"April 16, 2020",Verified Purchase,"
Work great
","

  I use those for my waterpik. It's awesome almost like it's more powerful

",Chris,5.0
85,85,B079JFK22D,Size: AA 4 Pack,"April 11, 2020",Verified Purchase,"
Excellent Product
","

  Great for the money. Excellent source for hurricanes. Easy to charge. Buying another 24 to have ready for hurricane season.

",Elizabeth Mora,5.0
86,86,B079JFK22D,Size: AA 4 Pack,"April 9, 2020",Verified Purchase,"
They don’t last.
","

  I used these twice and the last time they did not hold a charge. Don’t waste your money.  Sent back for a refund.

",Earnie C,1.0
87,87,B079JFK22D,Size: AA 4 Pack,"March 31, 2020",Verified Purchase,"
Worth the change.
","

  I haven't used them yet tho I opened the package and it seems like good quality so that's why I gave 3 stars.

",Diamond cupcake ,5.0
88,88,B079JFK22D,Size: AA 4 Pack,"March 29, 2020",Verified Purchase,"
Great potential!
","

  With these batteries, I can save myself from buying many more regular ones.  I can't say how many cycles I will get from them as I just got them.  They seem a little pricey,  but they are lithium, so they will last longer than regular alkaline batteries.  Overall, these batteries seem to be a great deal!

",MeAndi,5.0
89,89,B079JFK22D,Size: AA 4 Pack,"March 28, 2020",Verified Purchase,"
Charging
","

  Very easy to charge. Charged voltage level(equal) very good on most of them. Longevity is an unknown at this point.

",Wayne Eymann,4.0
90,90,B079JFK22D,Size: AA 4 Pack,"March 27, 2020",Verified Purchase,"
GREAT BATTERY'S
","

  i HAVE BOUGHT SEVERAL PACKS OF THESE BATTERIES AND VERY PLEASED WITH THEM...

",HARLAN,5.0
91,91,B079JFK22D,Size: AA 4 Pack,"March 24, 2020",Verified Purchase,"
Finicky, get a better brand.
","

  I really Tried to love these batteries but this specific brand exhibited issues with charging and longevity of operation.  First of all, they were very finicky with regard to charging.  It was like they had to be held at a specific angle in the USB port to receive a charge.Longevity wise, they give little or no warning prior to losing all charge.  I understand This is normal for lithium batteries but was disappointed in how quickly they went from output to zero output.Next time I’ll buy a different brand.

",Jason K.,1.0
92,92,B079JFK22D,Size: AA 4 Pack,"March 22, 2020",Verified Purchase,"
Unique way to recharge a battery!
","

  Just plug into a USB charging port. Really neat.

",THOMAS A GRAVES,5.0
93,93,B079JFK22D,Size: AA 4 Pack,"March 21, 2020",Verified Purchase,"
Good to have around
","

  I charged them up but havent used them yet. They are pretty cool

",Aaron St.Peter,4.0
94,94,B079JFK22D,Size: AA 4 Pack,"March 20, 2020",Verified Purchase,"
Lower energy density than most other Lithium-ion AA batteries
","

  These batteries only have 1200 mWh while others are around 3000 mWh .  They are easier to charge but I would not want to give up so much energy for that ease of charging.

",BuyLocal,3.0
95,95,B079JFK22D,Size: AA 4 Pack,"March 19, 2020",Verified Purchase,"
Possibly might not want to use for a gaming controller
","

  I bought these to use in xbox controllers. They last a good amount of time. My only issue is that I do not get a warning that the batteries are low. The controller just dies.

",J,4.0
96,96,B079JFK22D,Size: AA 4 Pack,"March 18, 2020",Verified Purchase,"
Some batteries now blinking blue when plugged in to recharge after a single charge!
","

  I've been replacing all my batteries in my house with these rechargeable ones.  I purchased them in December and already I have 3 of the blue tipped double A's blinking blue when trying to recharge.  They are usually light up RED when charging.  So I'm waiting for the vendor or someone to tell me what the Blinking Blue means.  I'm assuming it means the battery is bad.  If that is the case then I've only charged them once, put them in my tv remotes and now 3  are shot.  Not good quality control if thats the case.  The vendor says a 12 month warranty and I'm within the period, but still, kills the idea of moving forward with purchasing more.  This is the reason for the single star review!

",D. Hart,1.0
97,97,B079JFK22D,Size: AA 4 Pack,"March 10, 2020",Verified Purchase,"
USB not really that practical
","

  The fact that each battery has to take a whole USB port is actually not as useful as you’d think. After using them I prefer the ones that charge via cable (you can charge 4 at a time from one plug)

",Antonio M.,2.0
98,98,B079JFK22D,Size: AA 4 Pack,"March 10, 2020",Verified Purchase,"
Convenient and long lasting
","

  I had purchased a large pack of regular lithium batteries for my Blink cameras and Kwikset Smart Locks, so I would have extras on hand. The batteries last so much longer than standard batteries, so I decided to look into rechargeable lithium batteries.I bought this 4-pack a a test. I like that you just pop the cap off and stick them in a USB to charge. It takes about 90 minutes to fully charge the batteries. The red light is on during charge and off when done. No looking around for the charging equipment either, which is incredibly convenient.I put these batteries into a new Kwikset Smart Lock I had just installed. I replaced the batteries in another Kwikset Smart Lock elsewhere in the house, so I could compare the rechargeable vs standard lithium. The other lock is used much more often and the batteries in it are still going strong after I just had to charge these batteries. Time was about 3.5 months. Considering I could recharge them and replace them at no additional cost, AND that they still lasted 3.5 months in the lock was impressive enough that I plan to buy more.Next, I would like to test them in my Blink cameras to see how they fare. I will update this review once I have done so.

",Dan Kiel,5.0
99,99,B079JFK22D,Size: AA 4 Pack,"March 7, 2020",Verified Purchase,"
Problematic,  daily charging.
","

  Update:  I was sent a replacement,  garbage too, these aren't worth $5.50  each, wasted money.  I'm charging on a daily basis,  these are problematic and I have no idea why,  these look like regular batteries but my camera won't respond at times,  flicking, stops working,  Don't buy these pass on to another brand.

",Joseph ,1.0
100,100,B079JFK22D,Size: AA 4 Pack,"March 5, 2020",Verified Purchase,"
Perfect for the Oculus Rift S controllers
","

  These work great in the controllers of my Oculus Rift S. When they need a charge the cap just lifts off so I can plug in the USB. I love that the caps are attached by a band so I don't have to worry about losing them and rendering them unusable.

",PinkPanda,5.0
101,101,B079JFK22D,Size: AA 4 Pack,"March 4, 2020",Verified Purchase,"
No Good.
","

  After charging them I put them into a outdoor camera and they did not work.

",Robert R. Soto,1.0
