,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating,title_desc
271,271,B08DTPRNPK,Color: Black,"August 17, 2020",Verified Purchase,Works well.,"  Opening the box and it smells strongly of plastic. Originally I hated it, thought it would blow plasticy smelling air on me and that would definitely be a low rating.That smell went away after a day or two.The box comes with a handy little refiller bottle that is good for filling up the water reservoir without making a mess. You can also slide the box apart to load it with ice for an extra cool breeze.I first heard about these fans/air conditioners reading an article about the science behind them. They're small scale but much more efficient than conventional air conditioners. My first thought was ""no way, if air conditioning could be made THAT much more efficient it would have been done by now"" but the more I read into it the more I was swayed. That was last winter so of course I didn't look into getting one.Was reminded this summer with a facebook ad but the one they were selling was expensive (~$80). I distinctly remembered reading how cheap they were to produce so I looked on Amazon. Found one I liked (small/sleek/black, fits in well on my desk next to my computer).Only complaints: It's a bit nosier than I would like on higher settings. But it's fine because the low setting is enough to keep me cool. Also, the included micro-usb cable is white while the rest is black. Makes a sharp contrast (doesn't fit the colors of the rest of the desk). Debating buying a new cable just to lose the white one.Otherwise, it sits on my desk and keeps me cool in the summer without needing to keep my whole-house A/C on too high while I watch shows and work on my home business. Definitely cutting back on my energy bill. So it's a win-win.",Justin Castle,5.0,"Works well.  Opening the box and it smells strongly of plastic. Originally I hated it, thought it would blow plasticy smelling air on me and that would definitely be a low rating.That smell went away after a day or two.The box comes with a handy little refiller bottle that is good for filling up the water reservoir without making a mess. You can also slide the box apart to load it with ice for an extra cool breeze.I first heard about these fans/air conditioners reading an article about the science behind them. They're small scale but much more efficient than conventional air conditioners. My first thought was ""no way, if air conditioning could be made THAT much more efficient it would have been done by now"" but the more I read into it the more I was swayed. That was last winter so of course I didn't look into getting one.Was reminded this summer with a facebook ad but the one they were selling was expensive (~$80). I distinctly remembered reading how cheap they were to produce so I looked on Amazon. Found one I liked (small/sleek/black, fits in well on my desk next to my computer).Only complaints: It's a bit nosier than I would like on higher settings. But it's fine because the low setting is enough to keep me cool. Also, the included micro-usb cable is white while the rest is black. Makes a sharp contrast (doesn't fit the colors of the rest of the desk). Debating buying a new cable just to lose the white one.Otherwise, it sits on my desk and keeps me cool in the summer without needing to keep my whole-house A/C on too high while I watch shows and work on my home business. Definitely cutting back on my energy bill. So it's a win-win."
272,272,B08DTPRNPK,Color: Black,"August 17, 2020",Verified Purchase,Not worth the money!!! Does not cool!!,"  This product does not work! Waste of $$$, too small & not worth buying!!!",Maura Avalos,1.0,"Not worth the money!!! Does not cool!!  This product does not work! Waste of $$$, too small & not worth buying!!!"
273,273,B08DTPRNPK,Color: Black,"August 17, 2020",Verified Purchase,Good for travel!,  Really good and small enough for you take anywhere you want. Here in Flórida is so now I can take everywhere I go and plug on USB charger. Really worth it! The fan is really strong also.,Leandro Santos,5.0,Good for travel!  Really good and small enough for you take anywhere you want. Here in Flórida is so now I can take everywhere I go and plug on USB charger. Really worth it! The fan is really strong also.
274,274,B08DTPRNPK,Color: Black,"August 17, 2020",Verified Purchase,Works!,  I bought this to use in my tent for camping.  It is great for a small area.  I added ice cubes to make the air cold when it comes out.  It last a couple hours on one charge.  Exactly what I was looking for.,Ycats Amarts,5.0,Works!  I bought this to use in my tent for camping.  It is great for a small area.  I added ice cubes to make the air cold when it comes out.  It last a couple hours on one charge.  Exactly what I was looking for.
275,275,B08DTPRNPK,Color: Black,"August 17, 2020",Verified Purchase,Perfect for the Office,"   The fan is easy to use, compact, does not take too much space in your desk and it is not too noisy.I noticed that adding the water makes a huge difference in the breeze coolness. The fan comes with 3 speeds that come pretty handy too.This is perfect for the office since does not bother anybody is you are in a cubicle station (it produces a slightly and good white noise) and as I mentioned it is pretty compact not taking a lot of space of your desk.I recommend it.",Tatiana Ayres-Beezer,5.0,"Perfect for the Office   The fan is easy to use, compact, does not take too much space in your desk and it is not too noisy.I noticed that adding the water makes a huge difference in the breeze coolness. The fan comes with 3 speeds that come pretty handy too.This is perfect for the office since does not bother anybody is you are in a cubicle station (it produces a slightly and good white noise) and as I mentioned it is pretty compact not taking a lot of space of your desk.I recommend it."
276,276,B08DTPRNPK,Color: Blue,"August 16, 2020",Verified Purchase,Eh....,  Not as great as I hoped.,Michelle Hart,3.0,Eh....  Not as great as I hoped.
277,277,B08DTPRNPK,Color: Black,"August 16, 2020",Verified Purchase,Mighty little cooling fan,"  I was always curious about these little a/c fan units. However, I decided to give this a try. I am very impressed of how cool air hits my face while I’m working on this hot summer season. All I have to do is fill the little unit with cold water, add some ice cubes, and fire the unit up. The cotton sheets on the sides absorb the cold water and blow fresh air towards me. This is definitely good for table side cooling! Highly recommend this product.",Vicente Villegas,5.0,"Mighty little cooling fan  I was always curious about these little a/c fan units. However, I decided to give this a try. I am very impressed of how cool air hits my face while I’m working on this hot summer season. All I have to do is fill the little unit with cold water, add some ice cubes, and fire the unit up. The cotton sheets on the sides absorb the cold water and blow fresh air towards me. This is definitely good for table side cooling! Highly recommend this product."
278,278,B08DTPRNPK,Color: Black,"August 16, 2020",Verified Purchase,"First class style, first-class service, easy to carry","  The fan quality is good, the cooling effect is also very good, the distance is 1.5 meters can feel the cool wind, office, classroom or small space personal use, spend a whole summer is enough. The temperature will be lower after adding ice, using ice water, or iced filter screen. The cooling degree is comparable to air conditioning. The price is reasonable and moderate. It is recommended to buy it! Great",LeRey Evans,5.0,"First class style, first-class service, easy to carry  The fan quality is good, the cooling effect is also very good, the distance is 1.5 meters can feel the cool wind, office, classroom or small space personal use, spend a whole summer is enough. The temperature will be lower after adding ice, using ice water, or iced filter screen. The cooling degree is comparable to air conditioning. The price is reasonable and moderate. It is recommended to buy it! Great"
279,279,B08DTPRNPK,Color: Black,"August 16, 2020",Verified Purchase,Don’t waste your money,  This is not worth even $5.00. The output of air goes about 4 inches from the machine. No matter how cold the water that you put in the reservoir it puts out little to no cold air. Do not waste your money!!!,Cotina Gordon,1.0,Don’t waste your money  This is not worth even $5.00. The output of air goes about 4 inches from the machine. No matter how cold the water that you put in the reservoir it puts out little to no cold air. Do not waste your money!!!
280,280,B08DTPRNPK,Color: Black,"August 15, 2020",Verified Purchase,"Light weight, cools well.","  Perfect for kitchen use. In hot weather, i turn this on for just a little while and it helps with cooling. The size is super small so it’s not enough for big rooms. Just use it in small places and you are good to go. It’s super light weight. You can easy carry it around to wherever you want. It doesn’t need any extra setting up which i really like.",Saqib Sultan,5.0,"Light weight, cools well.  Perfect for kitchen use. In hot weather, i turn this on for just a little while and it helps with cooling. The size is super small so it’s not enough for big rooms. Just use it in small places and you are good to go. It’s super light weight. You can easy carry it around to wherever you want. It doesn’t need any extra setting up which i really like."
