,asin,product,date,verified,title,desc,reviewer_name,rating,month,year,month_year,title_desc
1006,B072R2SWXX,Other,2019-04-21,Verified Purchase,USB rechargeable AA batteries," My weather station goes through AA batteries rather quickly, so I thought I'd try some rechargeable one - these look like they'll fill the bill.  I charged them when they arrived and replaced the standard alkaline batteries in the station and I'm waiting to see how long they last.  We've had a couple storm come through but the batteries are still working.  It's been a couple weeks and so far so good.  I can better assess their battery life, value and overall rating once I see how long they last.  One nice feature of the product is that they came with their own 4-port hub for easy charging of all 4 at once.",Amazon Customer,3.0,4,2019,2019-04,"USB rechargeable AA batteries My weather station goes through AA batteries rather quickly, so I thought I'd try some rechargeable one - these look like they'll fill the bill.  I charged them when they arrived and replaced the standard alkaline batteries in the station and I'm waiting to see how long they last.  We've had a couple storm come through but the batteries are still working.  It's been a couple weeks and so far so good.  I can better assess their battery life, value and overall rating once I see how long they last.  One nice feature of the product is that they came with their own 4-port hub for easy charging of all 4 at once."
1007,B072R2SWXX,Other,2019-04-08,Verified Purchase,Great batteries!, Great batteries! Just wish I waited a little longer to purchase the new lithium version because I use them in the blink cameras,Gen X,5.0,4,2019,2019-04,Great batteries! Great batteries! Just wish I waited a little longer to purchase the new lithium version because I use them in the blink cameras
1008,B072R2SWXX,Other,2019-03-21,Verified Purchase,Poor quality control, Of the 4 batteries I received only 3 actually work as they are supposed to. 1 absolutely will not hold a charge no matter what I use to charge it. For the price paid they all should work.,Teresa A.,1.0,3,2019,2019-03,Poor quality control Of the 4 batteries I received only 3 actually work as they are supposed to. 1 absolutely will not hold a charge no matter what I use to charge it. For the price paid they all should work.
1009,B072R2SWXX,Other,2019-03-02,Verified Purchase,No need to constantly buy batteries!, I like the idea that the batteries can be recharged. I started using them by putting one in my mouse. It hasn't failed me yet! Thanks so much!,Kindle Customer,5.0,3,2019,2019-03,No need to constantly buy batteries! I like the idea that the batteries can be recharged. I started using them by putting one in my mouse. It hasn't failed me yet! Thanks so much!
1010,B072R2SWXX,Other,2019-03-02,Verified Purchase,Cool concept, Cool concept.  Disappointed that I had to charge them right out of the box. Took approximately an hour. Used them in an xbox controller and they maybe lasted 8 hrs of gameplay.,nick griffin,4.0,3,2019,2019-03,Cool concept Cool concept.  Disappointed that I had to charge them right out of the box. Took approximately an hour. Used them in an xbox controller and they maybe lasted 8 hrs of gameplay.
1011,B072R2SWXX,Other,2019-02-26,Verified Purchase,Great, Great,Mark ,5.0,2,2019,2019-02,Great Great
1012,B072R2SWXX,Other,2019-02-24,Verified Purchase,Why haven't you bought these yet?," I am in love with these batteries. I'll probably get a few more packs of these. The charger that is included is really nice, has switches for each slot. ""Should I buy these batteries?"" If you use double A's at all, get them right now.",Quinn,5.0,2,2019,2019-02,"Why haven't you bought these yet? I am in love with these batteries. I'll probably get a few more packs of these. The charger that is included is really nice, has switches for each slot. ""Should I buy these batteries?"" If you use double A's at all, get them right now."
1013,B072R2SWXX,Other,2019-02-23,Verified Purchase,"2 out of 4 aint bad, smh.", Only 2 of the 4 charging ports worked.,Amazon Customer,3.0,2,2019,2019-02,"2 out of 4 aint bad, smh. Only 2 of the 4 charging ports worked."
1014,B072R2SWXX,Other,2019-02-08,Verified Purchase,Impressive idea.," So far these are great. I am using them in my Apple mouse, which goes through batteries alot. So I charge 2 as soon as I take them out, replacing them with the other 2 (already charged. The only concern is the VERY THIN piece of rubber/plastic that holds the AA top on over the USB charging points, but we'll see how they hold up.",Amazon Customer,5.0,2,2019,2019-02,"Impressive idea. So far these are great. I am using them in my Apple mouse, which goes through batteries alot. So I charge 2 as soon as I take them out, replacing them with the other 2 (already charged. The only concern is the VERY THIN piece of rubber/plastic that holds the AA top on over the USB charging points, but we'll see how they hold up."
1015,B072R2SWXX,Other,2019-01-31,Verified Purchase,Be aware that the cord for the charger is on the short side.," So far the product is a godsend i thought i didn't need until i saw it. However, there is an issue with the connectivity of one of the battery charge ports. Its only slight and easily adjustable. Otherwise a strong recommendation from me.",Biggoldman,4.0,1,2019,2019-01,"Be aware that the cord for the charger is on the short side. So far the product is a godsend i thought i didn't need until i saw it. However, there is an issue with the connectivity of one of the battery charge ports. Its only slight and easily adjustable. Otherwise a strong recommendation from me."
1016,B072R2SWXX,Other,2019-01-29,Verified Purchase,Saves me lots of money, Bought these to replace my endless use of AA batteries. Easily recharged and saves me money in my wireless device.,Amazon Customer,5.0,1,2019,2019-01,Saves me lots of money Bought these to replace my endless use of AA batteries. Easily recharged and saves me money in my wireless device.
1017,B072R2SWXX,Other,2019-01-28,Verified Purchase,It's only 1.2 V!!!," Most AA batteries are 1.5 V and this one is only 1.2 V. As a result, when installed in some devices, the devices may detect these batteries as not enough power even you fully charge them.",James Hung,1.0,1,2019,2019-01,"It's only 1.2 V!!! Most AA batteries are 1.5 V and this one is only 1.2 V. As a result, when installed in some devices, the devices may detect these batteries as not enough power even you fully charge them."
1018,B072R2SWXX,Other,2019-01-24,Verified Purchase,Great for on the go charging, Awesome convenience for recharging batteries.  Love them!,S. Roehl,5.0,1,2019,2019-01,Great for on the go charging Awesome convenience for recharging batteries.  Love them!
